candidate,scope,status,start,end,sessions,wealth,total_return,cagr,max_drawdown,inherited_drawdown,sharpe_zero_rf,orders,orders_per_year,gross_turnover,fees,slippage,average_exposure,blocked_attempts,deficit,objective
0,union,MEASURED,2023-01-03,2025-12-31,727,4.8465827725696489,3.8465827725696489,0.69454614290129246,0.32066724087785325,0.32066724087785325,1.656254697346673,145,48.454940530649587,31.99344535778782,90922.295383962162,169703.85996258236,0.41445538199349047,0,0,-0.398052485595287
0,chatgpt_5,MEASURED,2023-01-03,2025-12-31,727,4.1234031180448483,3.1234031180448483,0.60546655123533544,0.32665075450307302,0.32665075450307302,1.5174531291653419,125,41.771500457456547,30.521038113638674,66556.813772946218,120754.19192008409,0.35982093227159301,4,0.28865880157302631,-1.817740792091957
0,joint_optical_leader_removal,MEASURED,2023-01-03,2025-12-31,727,2.8315431647060985,1.8315431647060985,0.41596818015242287,0.35616401166978207,0.35616401166978207,1.1993952891835857,166,55.472552607502287,38.200501716412496,69430.829285851811,126468.42804455862,0.41647656412039696,5,0,-0.41157979793945476
