case_id,core_fraction,candidate_wealth,passive_wealth,wealth_ratio_to_passive,candidate_max_drawdown,passive_max_drawdown,drawdown_margin_to_passive,candidate_orders,passive_orders,candidate_turnover,passive_turnover,candidate_average_exposure,passive_average_exposure,candidate_blocked_attempts,passive_blocked_attempts,state_transitions,systemic_protection_signals,acute_damage_signals,funded_recovery_completions,minimum_exposure,final_exposure
remove_optical_leaders,0.59999999999999998,2.3161875409011712,3.0475364255241244,0.76001964127560062,0.43315988271713424,0.45691302126687872,0.023753138549744479,513,30,10.275018596080496,0.89350629870933129,0.80204359201142217,0.91864379321066902,55,6,99,16,0,0,0,0.99609158318882884
trae_original,0.59999999999999998,4.7069929073631327,6.5952446401719929,0.71369496723329773,0.39641115304548491,0.41300817174346627,0.016597018697981358,443,25,11.654000251031894,0.94866185012470583,0.82490004624368551,0.96759080952844023,22,0,91,17,0,0,0,0.99214995825505392
union_34,0.59999999999999998,3.862735114730671,5.3597431143899605,0.72069407661720053,0.35156787694265956,0.39879079738928846,0.047222920446628902,499,32,10.652678817090885,0.88683408344639536,0.78268723784130556,0.93533130222781979,87,0,88,19,0,0,0,0.97999518543960451
workbuddy_original,0.59999999999999998,4.7493310221770573,6.5872297678564582,0.7209906424324608,0.392938133877763,0.41864834427969044,0.025710210401927447,431,26,11.574558079484873,0.9835285732336313,0.82979570748322939,0.98464169183614703,41,0,88,17,0,0,0,0.99375853044941753
chatgpt_original,0.69999999999999996,4.5922333088417462,5.783832209789896,0.79397761592543914,0.36815882508312991,0.37608218466398968,0.0079233595808597679,292,22,7.9234282781241756,0.89516643046113842,0.85298300542249583,0.94248490240663774,18,0,89,15,0,0,0,0.9603363780731502
common_five,0.69999999999999996,11.462069965286929,19.027561764836872,0.60239299742907426,0.54987792160960913,0.52389470066915012,-0.025983220940459018,138,5,10.807732267773387,0.98814178338111769,0.8572738278971721,0.99665781524121355,2,0,105,17,0,0,0,0.99668148746765062
dumate_original,0.69999999999999996,6.9575346883628182,8.5933316178786754,0.80964345352243428,0.40449952539620004,0.41778881912834964,0.013289293732149599,244,18,7.9981730240966415,0.98076724524668779,0.8776360750173926,0.98841077861597082,24,0,90,14,0,0,0,0.99926325325461429
remove_optical_leaders,0.69999999999999996,2.441293054869683,3.0475364255241244,0.80107100096426975,0.42723166600916884,0.45691302126687872,0.029681355257709874,359,30,6.7838955536239052,0.89350629870933129,0.83831099402420206,0.91864379321066902,22,6,113,17,0,0,0,0.95414109916859302
trae_original,0.69999999999999996,5.096058613203537,6.5952446401719929,0.77268682076828021,0.39201706913655565,0.41300817174346627,0.020991102606910617,360,25,9.1053787194652074,0.94866185012470583,0.86885727690397108,0.96759080952844023,21,0,95,18,0,0,0,0.99320140392023437
union_34,0.69999999999999996,4.1083204263857205,5.3597431143899605,0.76651442778210921,0.37970373436740201,0.39879079738928846,0.019087063021886452,387,32,8.0517077363188001,0.88683408344639536,0.82926937027306513,0.93533130222781979,33,0,90,19,0,0,0,0.98635127291285729
workbuddy_original,0.69999999999999996,5.0466752964053168,6.5872297678564582,0.76613014487993925,0.37928844999081102,0.41864834427969044,0.039359894288879427,372,26,9.1225505798142255,0.9835285732336313,0.87243224019036558,0.98464169183614703,41,0,91,19,0,0,0,0.98083844496812611
