candidate,scope,prefer_supported_strength,status,start,end,sessions,wealth,total_return,cagr,max_drawdown,inherited_drawdown,sharpe_zero_rf,orders,orders_per_year,gross_turnover,fees,slippage,average_exposure,blocked_attempts,deficit,objective
0,union,False,MEASURED,2023-01-03,2025-12-31,727,4.2311864966720991,3.2311864966720991,0.61937010629431311,0.29645106836512558,0.29645106836512558,1.5732214338828439,149,49.791628545288198,34.412397465373878,82844.507344922502,153890.51847010918,0.42898144662821713,4,0,-0.5183551564850456
0,chatgpt_5,False,MEASURED,2023-01-03,2025-12-31,727,5.718046146255741,4.718046146255741,0.79081600215346248,0.31551634999859968,0.31551634999859968,1.7926521650849137,118,39.432296431838978,29.634058109818682,82764.190850817002,150386.73916674603,0.38971442205346496,3,0,-1.4777632383827963
0,joint_optical_leader_removal,False,MEASURED,2023-01-03,2025-12-31,727,2.35820512290061,1.35820512290061,0.33200646464849082,0.33029997565392888,0.33029997565392888,1.0330065757088278,161,53.801692589204031,39.250112257289395,62244.708014601732,113755.24849531098,0.43698732389095907,5,0,-0.57176111327714219
1,union,True,MEASURED,2023-01-03,2025-12-31,727,3.0393628939801371,2.0393628939801371,0.44988118615388317,0.32376883240417009,0.32376883240417009,1.2416749908642841,150,50.125800548947851,35.609487950387461,64568.45123065704,117829.17434243968,0.44063461089963979,4,0.28001506751823252,-0.87034635380972425
1,chatgpt_5,True,MEASURED,2023-01-03,2025-12-31,727,5.718046146255741,4.718046146255741,0.79081600215346248,0.31551634999859968,0.31551634999859968,1.7926521650849137,118,39.432296431838978,29.634058109818682,82764.190850817002,150386.73916674603,0.38971442205346496,3,0,-1.4777632383827963
1,joint_optical_leader_removal,True,MEASURED,2023-01-03,2025-12-31,727,2.1084963540340094,1.1084963540340094,0.28310636065249462,0.40166344142023924,0.40166344142023924,0.91635827402060877,156,52.130832570905767,41.074386991614794,60623.638499712833,109205.75041770635,0.44149865485715217,4,0,-0.73386771607310641
