date,nav,cash,global_peak,warning_cap,funded_budget,actual_risk,requested_risk,original_target_error,changed_units,target_l1_change,protective,reason
2023-02-15,2232680.3795621633,556944.37095696002,2270946.6606277204,1,223268.03795621634,190989.28715398628,190291.27834884709,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-02-16,2163175.4055407587,560485.23301549,2270946.6606277204,1,216317.54055407588,121174.79493248963,120906.73540054116,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-02-17,2099451.6073325397,560485.23301549,2270946.6606277204,1,209945.16073325399,57450.996724270437,57368.933865540574,0,False,0,True,MARKET_WEAK_WARNING|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-02-20,2156970.7893159515,563813.52298888995,2270946.6606277204,1,215697.07893159517,114894.28318899599,114718.37988042072,0,False,0,True,MARKET_WEAK_WARNING|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-02-21,2151564.9000320886,567221.65224308998,2270946.6606277204,1,215156.49000320886,109324.3613423577,109324.3613423577,0,False,0,False,MARKET_WEAK_WARNING|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|RETAIN_ACTUAL_UNITS
2023-02-22,2121124.6042311266,567221.65224308998,2270946.6606277204,1,212112.46042311267,78884.065541395685,78884.065541395685,0,False,0,False,MARKET_WEAK_WARNING|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|RETAIN_ACTUAL_UNITS
2023-02-23,2116507.8150553089,567221.65224308998,2270946.6606277204,1,211650.7815055309,74267.276365578,74267.276365578,0,False,0,False,MARKET_WEAK_WARNING|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|RETAIN_ACTUAL_UNITS
2023-02-24,2239754.474206131,567221.65224308998,2270946.6606277204,1,223975.44742061311,197513.93551639959,197513.93551639959,0,False,0,False,MARKET_WEAK_WARNING|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|RETAIN_ACTUAL_UNITS
2023-02-27,2189552.1784745059,567221.65224308998,2270946.6606277204,1,218955.21784745061,147311.63978477503,147311.63978477503,0,False,0,False,MARKET_WEAK_WARNING|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|RETAIN_ACTUAL_UNITS
2023-02-28,2206752.0005405056,567221.65224308998,2270946.6606277204,1,220675.20005405057,164511.46185077442,164511.46185077442,0,False,0,False,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|RETAIN_ACTUAL_UNITS
2023-03-01,2249745.4877533903,567221.65224308998,2270946.6606277204,1,224974.54877533903,207504.94906365921,207504.94906365921,0,False,0,False,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|RETAIN_ACTUAL_UNITS
2023-03-02,2340462.0412080288,567221.65224308998,2340462.0412080288,1,234046.2041208029,298221.50251829793,233233.96553176374,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-03-03,2230972.8210455147,934649.84865068994,2340462.0412080288,1,223097.28210455147,136877.59841746269,136096.73246213098,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-03-06,2220706.5185330077,934649.84865068994,2340462.0412080288,1,222070.65185330078,126611.29590495572,125549.04423331337,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-03-07,2167854.0708347121,938168.75490699988,2340462.0412080288,1,216785.40708347122,66318.492722257564,65939.20476485668,0,False,0,True,MARKET_WEAK_WARNING|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-03-08,2187343.1736506345,941606.82389149989,2340462.0412080288,1,218734.31736506347,85664.791823408013,84866.670321110461,0,False,0,True,MARKET_WEAK_WARNING|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-03-09,2187676.1632856056,949456.01314019994,2340462.0412080288,1,218767.61632856057,81720.530664827209,81270.671183052182,0,False,0,True,MARKET_WEAK_WARNING|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-03-10,2173169.6834864127,949456.01314019994,2340462.0412080288,1,217316.9683486413,33442.842265512692,33238.461216253752,0,False,0,True,MARKET_WEAK_WARNING|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-03-13,2212082.212508454,949456.01314019994,2340462.0412080288,1,221208.22125084541,72355.371287553819,71526.352033037998,0,False,0,True,MARKET_WEAK_WARNING|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-03-14,2159019.6667741602,956889.03009278001,2340462.0412080288,1,215901.96667741603,24775.626335629717,24627.550004268771,0,False,0,True,MARKET_WEAK_WARNING|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-03-15,2105110.1008717427,964162.36848375993,2340462.0412080288,1,210511.01008717428,22818.95464775966,0,0,False,0,True,MARKET_WEAK_WARNING|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-03-16,2092444.7993879016,2092444.7993879016,2340462.0412080288,1,209244.47993879017,0,0,0,False,0,False,MARKET_WEAK_WARNING|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|RETAIN_ACTUAL_UNITS
2023-03-17,2092444.7993879016,2092444.7993879016,2340462.0412080288,1,209244.47993879017,0,0,0,False,0,False,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|RETAIN_ACTUAL_UNITS
2023-03-20,2092444.7993879016,2092444.7993879016,2340462.0412080288,1,209244.47993879017,0,0,0,False,0,False,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|RETAIN_ACTUAL_UNITS
2023-03-21,2092444.7993879016,2092444.7993879016,2340462.0412080288,1,209244.47993879017,0,197777.90033312188,0,False,0,False,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|CASH_FUNDED_SUPPORT_RISK
2023-03-22,2326509.621277255,531145.6331210616,2340462.0412080288,1,232650.96212772551,285611.31622378167,231566.29746808816,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-03-23,2394726.4963210281,863142.04190354166,2394726.4963210281,1,239472.64963210281,250366.41366829025,238837.58549457369,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-03-24,2394186.6632435159,924325.24621977168,2394726.4963210281,1,239418.66632435159,228123.9391319651,226651.97804074048,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-03-27,2497121.4015307426,924325.24621977168,2497121.4015307426,1,249712.14015307429,233919.8565649949,231872.9678906776,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-03-28,2460770.4908741647,928512.80645278166,2497121.4015307426,1,246077.0490874165,197097.74113499554,195968.66528065104,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-03-29,2552881.9542170255,933198.36419978167,2552881.9542170255,1,255288.19542170258,247146.10587561052,245004.19665039011,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-03-30,2554799.1979449484,937629.43423923163,2554799.1979449484,1,255479.91979449487,242117.45297670588,240707.12347184581,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-03-31,2670582.1290571056,937629.43423923163,2670582.1290571056,1,267058.21290571056,288054.81400422344,266593.45597028692,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-04-03,3008230.7894550902,1071321.7743729316,3008230.7894550902,1,300823.07894550904,312727.39285545249,299282.07693646388,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-04-04,3103755.9481689837,1149009.3863505716,3103755.9481689837,1,310375.5948168984,309345.06355197489,307234.39809588518,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-04-06,3256244.8412151174,1149009.3863505716,3256244.8412151174,1,325624.48412151175,361256.1381455576,323595.66787242051,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-04-07,3358421.6690493519,1367155.5354369716,3358421.6690493519,1,335842.16690493521,338987.20227656205,334248.86911235593,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-04-10,3351280.601212325,1388901.3061986715,3358421.6690493519,1,335128.06012123253,316193.51181788789,314153.08741115662,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-04-11,3353913.9826630964,1395083.8504606714,3358421.6690493519,1,335391.39826630964,317985.30979192094,314719.55415970471,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-04-12,3338040.809908323,1402135.6448923813,3358421.6690493519,1,333804.0809908323,301036.78329572169,298089.68260534696,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-04-13,3211915.3601542125,1415337.0498827614,3358421.6690493519,1,321191.53601542127,173031.93065287071,171937.81036071581,0,False,0,True,MARKET_WEAK_WARNING|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-04-14,3342074.4414224247,1427889.7607166413,3358421.6690493519,1,334207.44414224249,302001.37717591092,300261.6668477502,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-04-17,3267886.8663065927,1427889.7607166413,3358421.6690493519,1,326788.68663065927,227813.80206007927,226545.755294314,0,False,0,True,MARKET_WEAK_WARNING|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-04-18,3550475.0523409229,1440634.0858244412,3550475.0523409229,1,355047.5052340923,443595.62983209401,353928.95267093839,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-04-19,3495154.6325216168,1867675.3270345211,3550475.0523409229,1,349515.46325216169,298505.97177572723,295957.69795502868,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-04-20,3631419.7581350459,1882025.4196774112,3631419.7581350459,1,363141.9758135046,393919.50598850579,359751.07716570375,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-04-21,3478435.8299990771,2013487.8080950112,3631419.7581350459,1,347843.58299990773,214971.64726152114,212911.07932586339,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-04-24,3538296.2058291454,2019871.9465410311,3631419.7581350459,1,353829.62058291456,273893.3361093601,269890.1856818524,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-04-25,3435822.8764329017,2027552.4753090411,3631419.7581350459,1,343582.28764329018,170199.04970203305,168603.08657301887,0,False,0,True,MARKET_WEAK_WARNING|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-04-26,3391984.3842838872,2035133.2049760511,3631419.7581350459,1,339198.43842838873,125242.66147529967,123983.5702689497,0,False,0,True,MARKET_WEAK_WARNING|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-04-27,3245944.6439313279,2035133.2049760511,3631419.7581350459,1,324594.46439313283,30685.166493575474,11520.431026763896,0,False,0,True,MARKET_WEAK_WARNING|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-04-28,3292657.952613208,3010524.0744564082,3631419.7581350459,1,329265.79526132083,28562.766686948213,27330.291083810414,0,False,0,True,MARKET_WEAK_WARNING|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-05-04,3258638.9861294162,3016448.139046818,3631419.7581350459,1,325863.89861294162,4843.816941651964,0,0,False,0,True,MARKET_WEAK_WARNING|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-05-05,3261298.6390881152,3261298.6390881152,3631419.7581350459,0.25,326129.86390881153,0,0,0,False,0,False,BROAD_TREND_BREAKDOWN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_0.25|RETAIN_ACTUAL_UNITS
2023-05-08,3261298.6390881152,3261298.6390881152,3631419.7581350459,0.25,326129.86390881153,0,0,0,False,0,False,BROAD_TREND_BREAKDOWN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_0.25|RETAIN_ACTUAL_UNITS
2023-05-09,3261298.6390881152,3261298.6390881152,3631419.7581350459,0.25,326129.86390881153,0,0,0,False,0,False,RECOVERY_WAIT|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_0.25|RETAIN_ACTUAL_UNITS
2023-05-10,3261298.6390881152,3261298.6390881152,3631419.7581350459,0.25,326129.86390881153,0,0,0,False,0,False,BROAD_TREND_BREAKDOWN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_0.25|RETAIN_ACTUAL_UNITS
2023-05-11,3261298.6390881152,3261298.6390881152,3631419.7581350459,0.25,326129.86390881153,0,0,0,False,0,False,BROAD_TREND_BREAKDOWN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_0.25|RETAIN_ACTUAL_UNITS
2023-05-12,3261298.6390881152,3261298.6390881152,3631419.7581350459,0.25,326129.86390881153,0,0,0,False,0,False,BROAD_TREND_BREAKDOWN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_0.25|RETAIN_ACTUAL_UNITS
2023-05-15,3261298.6390881152,3261298.6390881152,3631419.7581350459,0.25,326129.86390881153,0,0,0,False,0,False,RECOVERY_WAIT|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_0.25|RETAIN_ACTUAL_UNITS
2023-05-16,3261298.6390881152,3261298.6390881152,3631419.7581350459,0.25,326129.86390881153,0,0,0,False,0,False,RECOVERY_WAIT|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_0.25|RETAIN_ACTUAL_UNITS
2023-05-17,3261298.6390881152,3261298.6390881152,3631419.7581350459,0.25,326129.86390881153,0,0,0,False,0,False,RECOVERY_WAIT|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_0.25|RETAIN_ACTUAL_UNITS
2023-05-18,3261298.6390881152,3261298.6390881152,3631419.7581350459,0.25,326129.86390881153,0,40766.232988601441,0,False,0,False,RECOVERY_WAIT|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_0.25|CASH_FUNDED_SUPPORT_RISK
2023-05-19,3257030.8434202317,3107489.0429879553,3631419.7581350459,0.5,325703.08434202318,34807.083573487027,34807.083573487027,0,False,0,False,CONFIRMED_RECOVERY|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_0.5|RETAIN_ACTUAL_UNITS
2023-05-22,3250966.8112396365,3107489.0429879553,3631419.7581350459,0.5,325096.68112396367,28743.051392891437,28743.051392891437,0,False,0,False,RECOVERY_WAIT|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_0.5|RETAIN_ACTUAL_UNITS
2023-05-23,3246509.8628726816,3107489.0429879553,3631419.7581350459,0.5,324650.98628726817,24286.103025936587,24286.103025936587,0,False,0,False,RECOVERY_WAIT|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_0.5|RETAIN_ACTUAL_UNITS
2023-05-24,3247289.1947650928,3107489.0429879553,3631419.7581350459,1,324728.91947650933,25065.434918347732,25065.434918347732,0,False,0,False,CONFIRMED_RECOVERY|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|RETAIN_ACTUAL_UNITS
2023-05-25,3256417.5230551981,3107489.0429879553,3631419.7581350459,1,325641.75230551983,34193.763208453391,34193.763208453391,0,False,0,False,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|RETAIN_ACTUAL_UNITS
2023-05-26,3253551.5184922782,3107489.0429879553,3631419.7581350459,1,325355.15184922784,31327.758645533133,31327.758645533133,0,False,0,False,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|RETAIN_ACTUAL_UNITS
2023-05-29,3261088.902978349,3107489.0429879553,3631419.7581350459,1,326108.89029783494,38865.143131604229,326108.89029783494,0,False,0,False,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|CASH_FUNDED_SUPPORT_RISK
2023-05-30,3406254.554849633,1940770.5250229556,3631419.7581350459,1,340625.45548496331,361974.96053280449,340436.53642442735,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-05-31,3384226.7141477675,2014823.8790814157,3631419.7581350459,1,338422.67141477676,311730.75969206,309283.6304902811,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-06-01,3391322.5394126046,2014823.8790814157,3631419.7581350459,1,339132.25394126051,316204.05572241853,311240.34785044275,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-06-02,3374596.0698262062,2037003.6672912156,3631419.7581350459,1,337459.60698262067,287930.24317753752,285633.41815903276,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-06-05,3432794.5253459639,2037003.6672912156,3631419.7581350459,1,343279.45253459644,323023.02978842275,317876.10384243494,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-06-06,3385932.6516324338,2059353.0715152156,3631419.7581350459,1,338593.2651632434,270793.43333251169,268602.92446546396,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-06-07,3396101.1346059302,2059353.0715152156,3631419.7581350459,1,339610.11346059304,271510.01022498187,267118.31548221107,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-06-08,3378331.1876837565,2069936.7561313156,3631419.7581350459,1,337833.11876837566,251776.31201688922,249722.68297579334,0,False,0,True,MARKET_WEAK_WARNING|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
