case_id,core_fraction,candidate_wealth,passive_wealth,wealth_ratio_to_passive,candidate_max_drawdown,passive_max_drawdown,drawdown_margin_to_passive,candidate_orders,passive_orders,candidate_turnover,passive_turnover,candidate_average_exposure,passive_average_exposure,candidate_blocked_attempts,passive_blocked_attempts,state_transitions,systemic_protection_signals,acute_damage_signals,funded_recovery_completions,minimum_exposure,final_exposure
chatgpt_original,0.5,5.4970647398079997,5.783832209789896,0.95041912358790337,0.34484626472359248,0.37608218466398968,0.031235919940397205,40,22,1.2924567305327113,0.89516643046113842,0.75541916087998928,0.94248490240663774,1,0,11,1,0,0,0,0.91879849880516018
common_five,0.5,16.328484946721971,19.027561764836872,0.85814909700606934,0.50612845807760132,0.52389470066915012,0.017766242591548798,13,5,1.7069835696347329,0.98814178338111769,0.8864350795194883,0.99665781524121355,0,0,17,1,0,0,0,0.97488860236680686
dumate_original,0.5,8.1133335114495306,8.5933316178786754,0.94414295551791638,0.34388551589377658,0.41778881912834964,0.073903303234573059,41,18,1.6614584405343715,0.98076724524668779,0.81199641147761703,0.98841077861597082,0,0,13,1,0,0,0,0.9412234524489802
remove_optical_leaders,0.5,2.805405870563157,3.0475364255241244,0.92054875770046785,0.37280141475484541,0.45691302126687872,0.08411160651203331,46,30,1.2190238360461834,0.89350629870933129,0.72765240968574274,0.91864379321066902,1,6,4,1,0,0,0,0.86693193301308313
trae_original,0.5,6.2611455932282416,6.5952446401719929,0.9493424330450555,0.36927062324192983,0.41300817174346627,0.043737548501536438,48,25,1.5269558905113432,0.94866185012470583,0.83327310871471783,0.96759080952844023,8,0,6,1,0,0,0,0.94944597992950053
union_34,0.5,5.0972379834286228,5.3597431143899605,0.9510228148329426,0.33855835280102298,0.39879079738928846,0.060232444588265488,51,32,1.2485672312889173,0.88683408344639536,0.77205372715262555,0.93533130222781979,1,0,4,1,0,0,0,0.92441943592290243
workbuddy_original,0.5,6.2539988200151573,6.5872297678564582,0.94941258167927289,0.36915648876692819,0.41864834427969044,0.049491855512762251,51,26,1.6047839132899127,0.9835285732336313,0.83965509269970995,0.98464169183614703,1,0,6,1,0,0,0,0.95078757204472442
chatgpt_original,0.59999999999999998,5.5384263131818701,5.783832209789896,0.95757036378188076,0.34918281921206917,0.37608218466398968,0.026899365451920509,35,22,1.1546504741679708,0.89516643046113842,0.79306504876639039,0.94248490240663774,1,0,11,1,0,0,0,0.93312876866574512
common_five,0.59999999999999998,17.388197881351115,19.027561764836872,0.91384267181750434,0.51512492453734127,0.52389470066915012,0.0087697761318088485,11,5,1.5482325539689685,0.98814178338111769,0.91158705834512976,0.99665781524121355,0,0,17,1,0,0,0,0.98112851647623422
dumate_original,0.59999999999999998,8.2456180614379999,8.5933316178786754,0.95953681623117537,0.36052483911537392,0.41778881912834964,0.057263980012975724,37,18,1.4988339382730467,0.98076724524668779,0.84280491093996412,0.98841077861597082,0,0,13,1,0,0,0,0.95216446604229155
remove_optical_leaders,0.59999999999999998,2.8541294487064945,3.0475364255241244,0.93653661521556153,0.3888329067604015,0.45691302126687872,0.068080114506477218,39,30,1.0609809615064623,0.89350629870933129,0.76194487854535375,0.91864379321066902,4,6,4,1,0,0,0,0.88489037100703816
trae_original,0.59999999999999998,6.3871598686755542,6.5952446401719929,0.96844927173300244,0.37697390528289088,0.41300817174346627,0.036034266460575393,42,25,1.3635546990818077,0.94866185012470583,0.86303758271280762,0.96759080952844023,1,0,6,1,0,0,0,0.95799379694672981
union_34,0.59999999999999998,5.1528941554330903,5.3597431143899605,0.96140692668618433,0.35169314448960243,0.39879079738928846,0.047097652899686038,44,32,1.0967602658247513,0.88683408344639536,0.80698505991371794,0.93533130222781979,4,0,4,1,0,0,0,0.9347593005490924
workbuddy_original,0.59999999999999998,6.3481483778373136,6.5872297678564582,0.96370532098549466,0.38111858553517719,0.41864834427969044,0.037529758744513253,45,26,1.4507746067673069,0.9835285732336313,0.87119001359308568,0.98464169183614703,1,0,6,1,0,0,0,0.96132797515933599
chatgpt_original,0.69999999999999996,5.6071345354820084,5.783832209789896,0.96944972331513979,0.35288674943204601,0.37608218466398968,0.023195435231943673,29,22,1.0114367941027074,0.89516643046113842,0.82439124465941138,0.94248490240663774,1,0,11,1,0,0,0,0.94511164628724598
common_five,0.69999999999999996,18.118921029356326,19.027561764836872,0.95224607615465884,0.52027215447788655,0.52389470066915012,0.0036225461912635648,11,5,1.3921496318669533,0.98814178338111769,0.9337389952637799,0.99665781524121355,0,0,17,1,0,0,0,0.98593029197823068
dumate_original,0.69999999999999996,8.2851113609849207,8.5933316178786754,0.96413262392289234,0.37453781399152497,0.41778881912834964,0.043251005136824672,33,18,1.3393073891578222,0.98076724524668779,0.87597977035303909,0.98841077861597082,4,0,13,1,0,0,0,0.96276494930433221
remove_optical_leaders,0.69999999999999996,2.9071251366752082,3.0475364255241244,0.95392629677108198,0.40975370377701403,0.45691302126687872,0.047159317489864683,32,30,0.91821275737922381,0.89350629870933129,0.80336871987889924,0.91864379321066902,0,6,4,1,0,0,0,0.90713815196449321
trae_original,0.69999999999999996,6.4316047781043535,6.5952446401719929,0.97518820438124465,0.3834253232021414,0.41300817174346627,0.029582848541324869,37,25,1.2226362503831036,0.94866185012470583,0.88273790359386828,0.96759080952844023,1,0,6,1,0,0,0,0.96412337355175715
union_34,0.69999999999999996,5.2125788331864129,5.3597431143899605,0.97254266145546464,0.3681614153559829,0.39879079738928846,0.030629382033305563,36,32,0.95622396990954595,0.88683408344639536,0.84668852008084416,0.93533130222781979,3,0,4,1,0,0,0,0.94932894526081923
workbuddy_original,0.69999999999999996,6.4178970426839292,6.5872297678564582,0.97429378795942145,0.3861708820472044,0.41864834427969044,0.032477462232486043,41,26,1.3017570885289864,0.9835285732336313,0.89250362352721002,0.98464169183614703,1,0,6,1,0,0,0,0.9670336133110744
