date,method,model_fitted,count,rank_correlation,top4_logreturn,universe_logreturn
2023-02-06,learner,False,5,0.59999999999999998,0.56833027871150077,0.46237552491979955
2023-02-06,price_prior,False,5,0.59999999999999998,0.56833027871150077,0.46237552491979955
2023-02-07,learner,False,5,0.59999999999999998,0.51020399634193214,0.41660252279298271
2023-02-07,price_prior,False,5,0.59999999999999998,0.51020399634193214,0.41660252279298271
2023-02-08,learner,False,5,0.59999999999999998,0.57182012877209609,0.46122113944322651
2023-02-08,price_prior,False,5,0.59999999999999998,0.57182012877209609,0.46122113944322651
2023-02-09,learner,False,5,0.49999999999999994,0.42885490550813232,0.32565828432760641
2023-02-09,price_prior,False,5,0.49999999999999994,0.42885490550813232,0.32565828432760641
2023-02-10,learner,False,5,0.49999999999999994,0.40563619880862273,0.30948539107805978
2023-02-10,price_prior,False,5,0.49999999999999994,0.40563619880862273,0.30948539107805978
2023-02-13,learner,False,5,0.59999999999999998,0.40957597765433473,0.29582698207871827
2023-02-13,price_prior,False,5,0.59999999999999998,0.40957597765433473,0.29582698207871827
2023-02-14,learner,False,5,0.59999999999999998,0.45096237387823634,0.32868474702809863
2023-02-14,price_prior,False,5,0.59999999999999998,0.45096237387823634,0.32868474702809863
2023-02-15,learner,False,5,0.59999999999999998,0.41218978994490246,0.28874120366258349
2023-02-15,price_prior,False,5,0.59999999999999998,0.41218978994490246,0.28874120366258349
2023-02-16,learner,False,5,0.59999999999999998,0.47838690520811994,0.35825209196425922
2023-02-16,price_prior,False,5,0.59999999999999998,0.47838690520811994,0.35825209196425922
2023-02-17,learner,False,5,0.59999999999999998,0.64605730394542416,0.50474447752755869
2023-02-17,price_prior,False,5,0.59999999999999998,0.64605730394542416,0.50474447752755869
2023-02-20,learner,False,5,0.59999999999999998,0.58685360315583113,0.4624637774187077
2023-02-20,price_prior,False,5,0.59999999999999998,0.58685360315583113,0.4624637774187077
2023-02-21,learner,False,5,0.59999999999999998,0.55812606216982141,0.45154286876517935
2023-02-21,price_prior,False,5,0.59999999999999998,0.55812606216982141,0.45154286876517935
2023-02-22,learner,False,5,0.49999999999999994,0.54308175298390304,0.43357663843743771
2023-02-22,price_prior,False,5,0.49999999999999994,0.54308175298390304,0.43357663843743771
2023-02-23,learner,False,5,0.49999999999999994,0.55615999557592033,0.44492799646073627
2023-02-23,price_prior,False,5,0.49999999999999994,0.55615999557592033,0.44492799646073627
2023-02-24,learner,False,5,0.59999999999999998,0.62981226116697109,0.51006148833757148
2023-02-24,price_prior,False,5,0.59999999999999998,0.62981226116697109,0.51006148833757148
2023-02-27,learner,False,5,0.59999999999999998,0.62085222882574687,0.50522100351086474
2023-02-27,price_prior,False,5,0.59999999999999998,0.62085222882574687,0.50522100351086474
2023-02-28,learner,False,5,0.49999999999999994,0.67363661761135363,0.55783674459981258
2023-02-28,price_prior,False,5,0.49999999999999994,0.67363661761135363,0.55783674459981258
2023-03-01,learner,False,5,0.49999999999999994,0.7136119726949578,0.59204642273353358
2023-03-01,price_prior,False,5,0.49999999999999994,0.7136119726949578,0.59204642273353358
2023-03-02,learner,False,5,0.49999999999999994,0.70836774294758142,0.5881118932412035
2023-03-02,price_prior,False,5,0.49999999999999994,0.70836774294758142,0.5881118932412035
2023-03-03,learner,False,5,0.49999999999999994,0.72976742722913013,0.59858649078897219
2023-03-03,price_prior,False,5,0.49999999999999994,0.72976742722913013,0.59858649078897219
2023-03-06,learner,False,5,0.49999999999999994,0.71226894103507377,0.58162467052768352
2023-03-06,price_prior,False,5,0.49999999999999994,0.71226894103507377,0.58162467052768352
2023-03-07,learner,False,5,0.49999999999999994,0.7632518346543854,0.62537249659921312
2023-03-07,price_prior,False,5,0.49999999999999994,0.7632518346543854,0.62537249659921312
2023-03-08,learner,False,5,0.49999999999999994,0.74303008213192712,0.60601881878745278
2023-03-08,price_prior,False,5,0.49999999999999994,0.74303008213192712,0.60601881878745278
2023-03-09,learner,False,5,0.49999999999999994,0.7560323805229292,0.61836925538212317
2023-03-09,price_prior,False,5,0.49999999999999994,0.7560323805229292,0.61836925538212317
2023-03-10,learner,False,5,0.49999999999999994,0.73407884462239414,0.5927755806021342
2023-03-10,price_prior,False,5,0.49999999999999994,0.73407884462239414,0.5927755806021342
2023-03-13,learner,False,5,0.49999999999999994,0.76849053979510284,0.62616532361030419
2023-03-13,price_prior,False,5,0.49999999999999994,0.76849053979510284,0.62616532361030419
2023-03-14,learner,False,5,0.49999999999999994,0.82051576573277774,0.66214438236078843
2023-03-14,price_prior,False,5,0.49999999999999994,0.82051576573277774,0.66214438236078843
2023-03-15,learner,False,5,0.49999999999999994,0.90667319770590371,0.7493390921670553
2023-03-15,price_prior,False,5,0.49999999999999994,0.90667319770590371,0.7493390921670553
2023-03-16,learner,False,5,0.49999999999999994,0.96711229180752389,0.79620056807000805
2023-03-16,price_prior,False,5,0.49999999999999994,0.96711229180752389,0.79620056807000805
2023-03-17,learner,False,5,0.59999999999999998,0.89197952382566681,0.72203706964512759
2023-03-17,price_prior,False,5,0.59999999999999998,0.89197952382566681,0.72203706964512759
2023-03-20,learner,False,5,0.59999999999999998,0.9135366865969029,0.73894307534818038
2023-03-20,price_prior,False,5,0.59999999999999998,0.9135366865969029,0.73894307534818038
2023-03-21,learner,False,5,0.59999999999999998,0.97922975864343131,0.79564115029445603
2023-03-21,price_prior,False,5,0.59999999999999998,0.97922975864343131,0.79564115029445603
2023-03-22,learner,False,5,0.59999999999999998,0.86093889796458256,0.70436220467464783
