group,cases,control_ratio_min,control_ratio_median,control_wins,buy_hold_ratio_min,buy_hold_ratio_median,buy_hold_wins,mdd_not_worse
cardinality_coverage,24,0.22098528739855294,1.2228548531697185,16,0.13032465667887619,0.53873134892135455,2,3
common_five_exhaustive,31,0.52178371894117814,1.256592769052651,22,0.076169102058331856,0.40322685133519243,2,6
joint_removal,1,1.7826562635180447,1.7826562635180447,1,0.43009958886972854,0.43009958886972854,0,0
leave_one_out,34,0.66543611487935583,1.5946903369951719,32,0.40220568034926341,0.96273910948970931,16,0
original_pool,17,0.76403158209730382,1.5965806909570757,13,0.15104514818533865,0.56873205784255654,1,3
sampled_subset,48,0.27144327902473286,1.1883301704967733,30,0.057223495947928645,0.45490076852731887,6,7
sector_removal,7,0.51472590293112819,1.0702667022682544,5,0.36623158503813119,0.74681407736429495,2,0
single,34,0.40079763195069207,1.0811686660067861,21,0.098354954363494576,0.47963658201244408,1,13
stress,3,1.5479152667784846,1.6187218503805567,3,0.98872744147839986,1.0236420998865778,2,0
