case_id,core_fraction,candidate_wealth,passive_wealth,wealth_ratio_to_passive,candidate_max_drawdown,passive_max_drawdown,drawdown_margin_to_passive,candidate_orders,passive_orders,candidate_turnover,passive_turnover,candidate_average_exposure,passive_average_exposure,candidate_blocked_attempts,passive_blocked_attempts,state_transitions,systemic_protection_signals,acute_damage_signals,funded_recovery_completions,minimum_exposure,final_exposure
chatgpt_original,0.5,1.3686487881321354,5.783832209789896,0.23663355686831949,0.24699746344570106,0.37608218466398968,0.12908472121828862,228,22,7.704391840055318,0.89516643046113842,0.25285361472288836,0.94248490240663774,6262,0,49,4,8,1,0,0.048117013530983632
common_five,0.5,2.4219547432448536,19.027561764836872,0.12728665780608059,0.3041645117476719,0.52389470066915012,0.21973018892147822,74,5,8.2433902975560791,0.98814178338111769,0.27654389787101591,0.99665781524121355,1629,0,36,5,4,0,0,0.013911263189055655
dumate_original,0.5,1.7705972973833908,8.5933316178786754,0.2060431711607186,0.23451124405653256,0.41778881912834964,0.18327757507181708,191,18,7.3835793426906848,0.98076724524668779,0.2852759379094269,0.98841077861597082,5692,0,37,3,9,0,0,0.095567151470370676
remove_optical_leaders,0.5,1.2377782693848332,3.0475364255241244,0.4061570057105901,0.23594236754471309,0.45691302126687872,0.22097065372216562,296,30,7.6840717725888226,0.89350629870933129,0.25919791555194133,0.91864379321066902,8982,6,44,4,11,2,0,0.14973342398712605
trae_original,0.5,1.5997823472102237,6.5952446401719929,0.24256603575640889,0.22223214644844336,0.41300817174346627,0.19077602529502291,232,25,7.4841829731571945,0.94866185012470583,0.27622347380613771,0.96759080952844023,8015,0,49,3,12,2,0,0.099726337328254505
union_34,0.5,1.4307683274557026,5.3597431143899605,0.26694718327345635,0.22777335798892506,0.39879079738928846,0.1710174394003634,256,32,6.8331225249376422,0.88683408344639536,0.26841862141757744,0.93533130222781979,9512,0,46,3,13,2,0,0.11972949393071945
workbuddy_original,0.5,1.5781983751410964,6.5872297678564582,0.23958453413029432,0.22690028577868171,0.41864834427969044,0.19174805850100873,229,26,6.9165309148234932,0.9835285732336313,0.27666160393318195,0.98464169183614703,8206,0,51,4,12,2,0,0.097308243889528953
chatgpt_original,0.59999999999999998,1.4050100988096383,5.783832209789896,0.24292027289994239,0.24076146302828971,0.37608218466398968,0.13532072163569997,234,22,8.0828723728518526,0.89516643046113842,0.3081031540247387,0.94248490240663774,6204,0,52,4,8,2,0,0.075045291297607564
common_five,0.59999999999999998,2.5026782899998814,19.027561764836872,0.13152911134546186,0.31743864346276573,0.52389470066915012,0.20645605720638438,79,5,7.7400074286388367,0.98814178338111769,0.31338143226276516,0.99665781524121355,1624,0,36,5,4,0,0,0.026476518199405576
dumate_original,0.59999999999999998,1.7835291483112468,8.5933316178786754,0.20754804162340978,0.25182023823330202,0.41778881912834964,0.16596858089504762,200,18,7.6907195065623259,0.98076724524668779,0.30880321623581519,0.98841077861597082,5642,0,29,3,9,2,0,0.11256910213600595
remove_optical_leaders,0.59999999999999998,1.2232522126450773,3.0475364255241244,0.4013905141214838,0.26016027839462741,0.45691302126687872,0.19675274287225131,301,30,9.0578502985957634,0.89350629870933129,0.33031273991091092,0.91864379321066902,8732,6,43,5,11,3,0,0.15592106418158336
trae_original,0.59999999999999998,1.8254158935620421,6.5952446401719929,0.27677758645120376,0.24642731116570948,0.41300817174346627,0.16658086057775678,393,25,20.092212632727485,0.94866185012470583,0.37232995751475223,0.96759080952844023,7749,0,45,4,12,2,0,0.97931878458539801
union_34,0.59999999999999998,1.4265236166429216,5.3597431143899605,0.26615522165847061,0.25726289341068209,0.39879079738928846,0.14152790397860637,271,32,8.330300636295064,0.88683408344639536,0.32604857760272832,0.93533130222781979,9149,0,29,4,13,4,0,0.1475351034827902
workbuddy_original,0.59999999999999998,1.5992795615711608,6.5872297678564582,0.24278484551656687,0.24761486769950303,0.41864834427969044,0.17103347658018742,269,26,8.9687014777351095,0.9835285732336313,0.33523354421751006,0.98464169183614703,8147,0,34,4,12,3,0,0.12931601654000127
chatgpt_original,0.69999999999999996,1.4314389508459673,5.783832209789896,0.24748970905882586,0.28165596327503928,0.37608218466398968,0.094426221388950404,173,22,6.4674085979989711,0.89516643046113842,0.38088264569967833,0.94248490240663774,5825,0,37,4,8,1,0,0.11106403463053553
common_five,0.69999999999999996,2.5947614827277561,19.027561764836872,0.13636857495440649,0.32689623679174251,0.52389470066915012,0.1969984638774076,82,5,7.0292197490812134,0.98814178338111769,0.35352930095641338,0.99665781524121355,1615,0,37,5,4,0,0,0.042247369171479546
dumate_original,0.69999999999999996,2.1069112306774178,8.5933316178786754,0.24517978874385901,0.27898612058270778,0.41778881912834964,0.13880269854564187,271,18,17.400648079649056,0.98076724524668779,0.4180226960577183,0.98841077861597082,5458,0,38,2,9,2,0,0.98652520010100275
remove_optical_leaders,0.69999999999999996,1.2369068259973601,3.0475364255241244,0.40587105559686071,0.29512909458014824,0.45691302126687872,0.16178392668673047,252,30,7.6988038782406916,0.89350629870933129,0.39173624612460289,0.91864379321066902,7973,6,37,5,11,4,0,0.23911329564274791
trae_original,0.69999999999999996,1.6498115960021997,6.5952446401719929,0.25015169050032016,0.28188897560479786,0.41300817174346627,0.1311191961386684,222,25,7.7064910857114546,0.94866185012470583,0.38287305415036404,0.96759080952844023,7614,0,27,4,12,4,0,0.19510608574048319
union_34,0.69999999999999996,1.4433575605292952,5.3597431143899605,0.26929603335916152,0.28768391938441995,0.39879079738928846,0.11110687800486851,267,32,9.8706883977501345,0.88683408344639536,0.40200846815512864,0.93533130222781979,8509,0,27,4,13,4,0,0.20212056495951622
workbuddy_original,0.69999999999999996,1.6408447364024656,6.5872297678564582,0.24909480832280287,0.28594593982844541,0.41864834427969044,0.13270240445124504,206,26,7.0883270518078163,0.9835285732336313,0.38847327656255015,0.98464169183614703,7806,0,26,4,12,5,0,0.19618759504416824
