date,bj920045,sh600206,sh601869,sh603986,sh688008,sh688012,sh688019,sh688037,sh688041,sh688072,sh688082,sh688120,sh688205,sh688249,sh688256,sh688268,sh688300,sh688347,sh688361,sh688409,sh688498,sh688535,sh688825,sz002281,sz002371,sz002409,sz300054,sz300223,sz300604,sz300666,sz300776
2023-03-14,0,0,0,0,0,0,0,-0.00026965255847615031,0,0,0,0,0,0,-0.006385057509656315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-15,0,0,0,0,0,0,0,0.0035745217770150701,0,0,0,0,0,0,-0.0009688839793557634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-16,0,0,0,0,0,0,0,0.0098512220977735286,0,0,0,0,0,0,-0.00071699588195427155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-17,0,0,0,0,0,0,0,-0.00060658512907930744,0,0,0,0,0,0,-0.0026397756312103449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-20,0,0,0,0,0,0,0,-2.3478931256756145e-05,0,0,0,0,0,0,-0.0013054177050959709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-21,0,0,0,0,0,0,0,0.0061649409677843516,0,0,0,0,0,0,-0.00020816448236477339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-22,0,0,0,0,0,0,0,0.0052911236888755105,0,0,0,0,0,0,-0.0029912177301891357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-23,0,0,0,0,0,0,0,0.0032314165013483101,0,0,0,0,0,0,0.0027127383964028751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0092886355834929588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018370907585999532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0081075166548065028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-29,0,0,0,0,0,0,0,0,0.013532722375459666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-30,0,0,0,0,0,0,0,0,0.0025639184410917665,0,0,0,0,0,0.002162377257558008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-31,0,0,0,0,0,0,0,0,0.00083532492611460387,0,0,0,0,0,0.0048883770658104744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-03,0,0,0,0,0,0,0,0,0.0088967144806830229,0,0,0,0,0,0.010658683706073813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-04,0,0,0,0,0,0,0,0,0.0011912468304698994,0,0,0,0,0,0.001670710713819341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06,0,0,0,0,0,0,0,0,0.00029755276338108618,0,0,0,0,0,-0.0027971698473141932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07,0,0,0,0,0,0,0,0,-0.00054525447860915579,0,0,0,0,0,0.0063439964428304366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-10,0,0,0,0,0,0,0,0,0.0089434530184091358,0,0,0,0,0,-0.013231416307814416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-11,0,0,0,0,0,0,0,0,-0.0016193425838445916,0,0,0,0,0,-0.0048521250864325821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-12,0,0,0,0,0,0,0,0,-0.0089136754991316815,0,0,0,0,0,0.0036480833596566949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-13,0,0,0,0,0,0,0,0,0.0087304915581424523,0,0,0,0,0,-0.015218701479938722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-14,0,0,0,0,0,0,0,0,-0.00074731397853411777,0,0,0,0,0,-0.00061493590891198782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-17,0,0,0,0,0,0,0,0,-0.0054404864401876359,0,0,0,0,0,-0.00064018681207397409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-18,0,0,0,0,0,0,0,0,-0.0043043984760671476,0,0,0,0,0,0.00034836989264714615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-19,0,0,0,0,0,0,0,0,-0.013177274002050071,0,0,0,0,0,-0.0077705228698373985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-20,0,0,0,0,0,0,0,0,-0.010021877621479255,0,0,0,0,0,-0.010120793776011591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-21,0,0,0,0,0,0,0,0,0.0073119183454348965,0,0,0,0,0,-0.0055989950749588749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-24,0,0,0,0,0,0,0,0,0.0024251749654373251,0,0,0,0,0,-0.0010356175051329103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-25,0,0,0,0,0,0,0,0,-0.010745395023651655,0,0,0,0,0,0.0010711888895863428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-26,0,0,0,0,0,0,0,0,0.0070971554311001607,0,0,0,0,0,-0.0021951290753710016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-27,0,0,0,0,0,0,0,0,0.0060599434941572159,0,0,0,0,0,-0.001562738842785032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-28,0,0,0,0,0,0,0,0,-0.0079027373818276164,0,0,0,0,0,0.0039815656769607646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-04,0,0,0,0,0,0,0,0,0.0022888884517209863,0,0,0,0,0,-0.0036131137217132459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-05,0,0,0,0,0,0,0,0,-0.0001070863587603983,0,0,0,0,0,-0.005787439813007618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-08,0,0,0,0,0,0,0,0,0.0043745044943275784,0,0,0,0,0,9.8833398980971627e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-09,0,0,0,0,0,0,0,0,-0.00029367093598648471,0,0,0,0,0,0.00070991154031423663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
