date,symbol,actual_units,weight,economic_target,declared_units,stop,close,stop_broken,price_exit,ready,entry,score,cap,cash_fraction,reason
2025-09-26,sh688256,0,0,,0,0,897.65099999999995,False,False,True,False,3.5970873930952774,1,0.51194881368154921,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2025-09-26,sh688268,0,0,,0,0,64.25,False,False,True,True,1.5562764110448437,1,0.51194881368154921,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2025-09-26,sh688300,0,0,,0,0,59.229999999999997,False,False,True,True,1.1083374812910909,1,0.51194881368154921,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2025-09-26,sh688347,0,0,,0,0,95.769999999999996,False,False,True,True,3.2047887568709941,1,0.51194881368154921,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2025-09-26,sh688361,0,0,,0,0,116.2,False,False,True,True,1.0590215683380508,1,0.51194881368154921,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2025-09-26,sh688409,0,0,,0,0,71.780000000000001,False,False,True,True,1.320620081431773,1,0.51194881368154921,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2025-09-26,sh688498,0,0,,0,0,252.17599999999999,False,False,True,False,4.3033980962437184,1,0.51194881368154921,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2025-09-26,sh688535,0,0,,0,0,74.123999999999995,False,False,True,True,1.0207166152986995,1,0.51194881368154921,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2025-09-26,sh688825,0,0,,0,0,0,False,False,False,False,,1,0.51194881368154921,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2025-09-26,sz002281,0,0,,0,0,67.670000000000002,False,False,True,False,1.3297534219269955,1,0.51194881368154921,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2025-09-26,sz002371,0,0,,0,0,452.03800000000001,False,False,True,True,1.8459268641688367,1,0.51194881368154921,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2025-09-26,sz002409,0,0,,0,0,71.75,False,False,True,True,1.3453574375225199,1,0.51194881368154921,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2025-09-26,sz300054,0,0,,0,0,35.460000000000001,False,False,True,True,1.309582514362841,1,0.51194881368154921,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2025-09-26,sz300223,0,0,,0,0,81.659999999999997,False,False,True,False,0.59519807954746473,1,0.51194881368154921,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2025-09-26,sz300604,0,0,,0,0,95.5,False,False,True,True,2.3902220435510193,1,0.51194881368154921,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2025-09-26,sz300666,0,0,,0,0,104.65600000000001,False,False,True,True,1.5309439221805534,1,0.51194881368154921,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2025-09-26,sz300776,0,0,,0,0,72.912000000000006,False,False,True,False,0.60550678179194106,1,0.51194881368154921,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2025-09-29,bj920045,0,0,,0,0,0,False,False,False,False,,1,0.51181699691071758,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2025-09-29,sh600206,0,0,,0,0,21.321000000000002,False,False,True,True,0.97051739028078587,1,0.51181699691071758,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2025-09-29,sh601869,0,0,,0,0,105.255,False,False,True,False,3.0589018712908032,1,0.51181699691071758,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2025-09-29,sh603986,4317.1314741035858,0.13510376798908874,,4317.1314741035858,161.85900000000001,196.38,False,False,True,True,2.0845053684571671,1,0.51181699691071758,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2025-09-29,sh688008,0,0,,0,0,143.066,False,False,True,True,3.0081122340247544,1,0.51181699691071758,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2025-09-29,sh688012,0,0,,0,0,204.45599999999999,False,False,True,True,2.1753472211122218,1,0.51181699691071758,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2025-09-29,sh688019,0,0,,0,0,178.346,False,False,True,True,2.8022130813772201,1,0.51181699691071758,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2025-09-29,sh688037,0,0,,0,0,141.42400000000001,False,False,True,True,1.6823477364029624,1,0.51181699691071758,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2025-09-29,sh688041,8668.3491669054201,0.35307923510019357,,8668.3491669054201,213.143,255.59999999999999,False,False,True,True,2.355909035550233,1,0.51181699691071758,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2025-09-29,sh688072,0,0,,0,0,263.67099999999999,False,False,True,True,2.339583420531449,1,0.51181699691071758,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2025-09-29,sh688082,0,0,,0,0,202.25999999999999,False,False,True,True,2.4428819466360063,1,0.51181699691071758,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2025-09-29,sh688120,0,0,,0,0,119.715,False,False,True,True,2.2227807427659707,1,0.51181699691071758,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2025-09-29,sh688205,0,0,,0,0,120.56,False,False,True,False,1.4428258964733853,1,0.51181699691071758,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2025-09-29,sh688249,0,0,,0,0,33.670000000000002,False,False,True,True,1.5940105675376426,1,0.51181699691071758,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2025-09-29,sh688256,0,0,,0,0,887.24800000000005,False,False,True,False,3.3698971723918465,1,0.51181699691071758,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
