date,symbol,actual_units,declared_units,health,healthy_closes,readmit,entry,score,cash_fraction,risk_cap,protected,structural_witness
2025-08-26,sh688268,0,0,False,0,False,False,0.83193460366047101,0.16865601111408113,1,True,False
2025-08-26,sh688300,0,0,True,10,False,True,1.2256760312656263,0.16865601111408113,1,True,False
2025-08-26,sh688347,0,0,False,0,False,False,-inf,0.16865601111408113,1,True,False
2025-08-26,sh688361,0,0,True,9,False,True,0.56771020718300036,0.16865601111408113,1,True,False
2025-08-26,sh688409,0,0,True,7,False,True,1.0936316949168019,0.16865601111408113,1,True,False
2025-08-26,sh688498,5618.6906357004609,5067.6487256302535,False,0,False,False,2.018950348611388,0.16865601111408113,1,True,False
2025-08-26,sh688535,0,0,True,15,False,True,0.60660357445324897,0.16865601111408113,1,True,False
2025-08-26,sh688825,0,0,False,0,False,False,-inf,0.16865601111408113,1,True,False
2025-08-26,sz002281,0,0,True,11,False,True,0.98988367928137044,0.16865601111408113,1,True,False
2025-08-26,sz002371,0,0,True,10,False,True,1.2479916212584501,0.16865601111408113,1,True,False
2025-08-26,sz002409,0,0,True,11,False,True,0.29048892952071986,0.16865601111408113,1,True,False
2025-08-26,sz300054,0,0,True,11,False,True,0.66400619780743519,0.16865601111408113,1,True,False
2025-08-26,sz300223,0,0,True,12,False,True,0.61314879494642704,0.16865601111408113,1,True,False
2025-08-26,sz300604,0,0,True,11,False,True,0.58597557479534679,0.16865601111408113,1,True,False
2025-08-26,sz300666,0,0,True,10,False,True,0.47108647076938187,0.16865601111408113,1,True,False
2025-08-26,sz300776,0,0,False,0,False,False,1.1271390265941259,0.16865601111408113,1,True,False
2025-08-27,bj920045,0,0,False,0,False,False,-inf,0.23902590349509747,1,False,False
2025-08-27,sh600206,0,0,True,9,False,True,1.3784327186384397,0.23902590349509747,1,False,False
2025-08-27,sh601869,31802.365111534207,31802.365111534207,True,8,False,True,2.789916709276925,0.23902590349509747,1,False,False
2025-08-27,sh603986,0,0,True,12,False,True,1.5680856666470231,0.23902590349509747,1,False,False
2025-08-27,sh688008,0,0,True,6,False,True,1.8360308298425085,0.23902590349509747,1,False,False
2025-08-27,sh688012,0,0,True,6,False,True,0.49638037983087563,0.23902590349509747,1,False,False
2025-08-27,sh688019,0,0,True,6,False,True,1.64074361506593,0.23902590349509747,1,False,False
2025-08-27,sh688037,0,0,True,12,False,True,1.0768757148085573,0.23902590349509747,1,False,False
2025-08-27,sh688041,0,0,True,12,False,True,0.99976805655519896,0.23902590349509747,1,False,False
2025-08-27,sh688072,0,0,True,9,False,True,1.1087280158429447,0.23902590349509747,1,False,False
2025-08-27,sh688082,0,0,True,6,False,True,1.4625756724966417,0.23902590349509747,1,False,False
2025-08-27,sh688120,0,0,True,8,False,True,0.69175075042659595,0.23902590349509747,1,False,False
2025-08-27,sh688205,0,0,True,8,False,True,1.3190144270692978,0.23902590349509747,1,False,False
2025-08-27,sh688249,0,0,True,11,False,True,0.31506104450300948,0.23902590349509747,1,False,False
2025-08-27,sh688256,0,0,True,13,False,True,2.6964037210215057,0.23902590349509747,1,False,False
2025-08-27,sh688268,0,0,False,0,False,False,0.83719532364069227,0.23902590349509747,1,False,False
2025-08-27,sh688300,0,0,False,0,False,False,0.70229375481234413,0.23902590349509747,1,False,False
2025-08-27,sh688347,0,0,False,0,False,False,-inf,0.23902590349509747,1,False,False
2025-08-27,sh688361,0,0,True,10,False,True,0.60184834796974152,0.23902590349509747,1,False,False
2025-08-27,sh688409,0,0,True,8,False,True,0.87497176094383133,0.23902590349509747,1,False,False
2025-08-27,sh688498,5067.6511120617797,5067.6511120617797,True,1,False,True,2.1649220839146945,0.23902590349509747,1,False,False
2025-08-27,sh688535,0,0,True,16,False,True,0.83636456330487241,0.23902590349509747,1,False,False
2025-08-27,sh688825,0,0,False,0,False,False,-inf,0.23902590349509747,1,False,False
2025-08-27,sz002281,0,0,True,12,False,True,1.2042894683995597,0.23902590349509747,1,False,False
2025-08-27,sz002371,0,0,True,11,False,True,1.1004101343453865,0.23902590349509747,1,False,False
2025-08-27,sz002409,0,0,False,0,False,False,0.17656370201931099,0.23902590349509747,1,False,False
2025-08-27,sz300054,0,0,True,12,False,True,0.57452004736757911,0.23902590349509747,1,False,False
2025-08-27,sz300223,0,0,True,13,False,True,0.52279494712119778,0.23902590349509747,1,False,False
2025-08-27,sz300604,0,0,True,12,False,True,1.1264914649453865,0.23902590349509747,1,False,False
2025-08-27,sz300666,0,0,True,11,False,True,0.54220415698137714,0.23902590349509747,1,False,False
2025-08-27,sz300776,0,0,False,0,False,False,1.1119456116123698,0.23902590349509747,1,False,False
2025-08-28,bj920045,0,0,False,0,False,False,-inf,0.22361143926035118,1,False,False
2025-08-28,sh600206,0,0,True,10,False,True,1.7716870688254427,0.22361143926035118,1,False,False
2025-08-28,sh601869,31802.365111534207,31802.365111534207,True,9,False,True,3.6278596048585325,0.22361143926035118,1,False,False
2025-08-28,sh603986,0,0,True,13,False,True,1.9742451088410302,0.22361143926035118,1,False,False
2025-08-28,sh688008,0,0,True,7,False,True,2.2757173002502857,0.22361143926035118,1,False,False
2025-08-28,sh688012,0,0,True,7,False,True,1.0088763306654032,0.22361143926035118,1,False,False
2025-08-28,sh688019,0,0,True,7,False,True,2.2406847430810268,0.22361143926035118,1,False,False
2025-08-28,sh688037,0,0,True,13,False,True,1.4643062041961168,0.22361143926035118,1,False,False
2025-08-28,sh688041,0,0,True,13,False,True,1.2363207074096487,0.22361143926035118,1,False,False
2025-08-28,sh688072,0,0,True,10,False,True,1.4789447853601339,0.22361143926035118,1,False,False
2025-08-28,sh688082,0,0,True,7,False,True,1.7257088548744166,0.22361143926035118,1,False,False
2025-08-28,sh688120,0,0,True,9,False,True,1.056314614408882,0.22361143926035118,1,False,False
2025-08-28,sh688205,0,0,True,9,False,True,1.9060480570181961,0.22361143926035118,1,False,False
2025-08-28,sh688249,0,0,True,12,False,True,0.77638371628549019,0.22361143926035118,1,False,False
2025-08-28,sh688256,0,0,True,14,False,True,3.1161999863637599,0.22361143926035118,1,False,False
2025-08-28,sh688268,0,0,False,0,False,False,1.3044891604213504,0.22361143926035118,1,False,False
2025-08-28,sh688300,0,0,True,1,False,True,0.96840521275065061,0.22361143926035118,1,False,False
2025-08-28,sh688347,0,0,False,0,False,False,-inf,0.22361143926035118,1,False,False
2025-08-28,sh688361,0,0,True,11,False,True,0.81705082506675686,0.22361143926035118,1,False,False
2025-08-28,sh688409,0,0,True,9,False,True,1.4311289166623089,0.22361143926035118,1,False,False
2025-08-28,sh688498,5067.6511120617797,5067.6511120617797,True,2,False,True,2.7003656407287591,0.22361143926035118,1,False,False
2025-08-28,sh688535,0,0,True,17,False,True,1.3101217178811577,0.22361143926035118,1,False,False
2025-08-28,sh688825,0,0,False,0,False,False,-inf,0.22361143926035118,1,False,False
2025-08-28,sz002281,0,0,True,13,False,True,1.7269398196804535,0.22361143926035118,1,False,False
2025-08-28,sz002371,0,0,True,12,False,True,1.4359072885483326,0.22361143926035118,1,False,False
2025-08-28,sz002409,0,0,True,1,False,True,0.50803617988340799,0.22361143926035118,1,False,False
2025-08-28,sz300054,0,0,True,13,False,True,1.0305027478123505,0.22361143926035118,1,False,False
2025-08-28,sz300223,0,0,True,14,False,True,0.92063578490607934,0.22361143926035118,1,False,False
2025-08-28,sz300604,0,0,True,13,False,True,1.3893506925845878,0.22361143926035118,1,False,False
2025-08-28,sz300666,0,0,True,12,False,True,0.83171893308012645,0.22361143926035118,1,False,False
2025-08-28,sz300776,0,0,True,1,False,True,1.4051017804343771,0.22361143926035118,1,False,False
2025-08-29,bj920045,0,0,False,0,False,False,-inf,0.21441883501319881,1,False,False
2025-08-29,sh600206,0,0,True,11,False,True,1.9696208184212212,0.21441883501319881,1,False,False
2025-08-29,sh601869,31802.365111534207,31802.365111534207,True,10,False,True,4.168055761356726,0.21441883501319881,1,False,False
2025-08-29,sh603986,0,0,True,14,False,True,1.7723076896651768,0.21441883501319881,1,False,False
2025-08-29,sh688008,0,0,True,8,False,True,2.5511461973317555,0.21441883501319881,1,False,False
2025-08-29,sh688012,0,0,True,8,False,True,0.76491289019242725,0.21441883501319881,1,False,False
2025-08-29,sh688019,0,0,True,8,False,True,2.1526549851970391,0.21441883501319881,1,False,False
2025-08-29,sh688037,0,0,False,0,False,False,1.1334569562972219,0.21441883501319881,1,False,False
2025-08-29,sh688041,0,0,True,14,False,True,1.143808694964431,0.21441883501319881,1,False,False
