candidate,scope,audit_tail,status,start,end,sessions,wealth,total_return,cagr,max_drawdown,inherited_drawdown,sharpe_zero_rf,orders,orders_per_year,gross_turnover,fees,slippage,average_exposure,blocked_attempts,deficit,objective
0,union,False,MEASURED,2023-01-03,2025-12-31,727,1.2864573227693579,0.28645732276935787,0.087819587294648338,0.51501384510195258,0.51501384510195258,0.4206245690515848,187,62.490164684354987,62.664417263184866,78249.656753704156,142285.16424912337,0.47420329604511796,26,1.1397708075636725,-1.8982645816493153
0,chatgpt_5,False,MEASURED,2023-01-03,2025-12-31,727,8.7084131447663058,7.7084131447663058,1.0611106492393647,0.27126537145214979,0.27126537145214979,1.9484077019773076,147,49.123284537968892,44.40005895599694,170588.62699752461,309274.22848817357,0.38320976310334481,30,0.23529411764705888,-1.0432945583776934
0,joint_optical_leader_removal,False,MEASURED,2023-01-03,2025-12-31,727,1.0102053679807872,0.010205367980787194,0.0033988267905269431,0.58353468619662241,0.58353468619662241,0.17464032010686098,196,65.497712717291861,63.037354323985092,55008.632946790676,98490.174366574211,0.44222565481243736,32,0.71178096003196978,-1.632826330157984
1,union,True,MEASURED,2023-01-03,2025-12-31,727,2.8750322961602444,1.8750322961602444,0.42319876841585491,0.25781128065302694,0.25781128065302694,1.1170268916370636,160,53.467520585544378,47.420268200172885,93964.95908720282,173092.4318825574,0.50291209640340306,32,0.33559907899069064,-0.88314564154201802
1,chatgpt_5,True,MEASURED,2023-01-03,2025-12-31,727,7.4658894300294403,6.4658894300294403,0.95775982508867386,0.39268808935735189,0.39268808935735189,1.7421949982225124,171,57.143412625800551,37.361274012243435,144581.17262793804,264884.2387871666,0.47940333483695197,51,0.43697478991596639,-1.3043468689241444
1,joint_optical_leader_removal,True,MEASURED,2023-01-03,2025-12-31,727,1.5988045217984408,0.59880452179844079,0.16977599895538931,0.35331033491094144,0.35331033491094144,0.62209103034579194,176,58.814272644098814,51.078870178916119,59119.149738849846,106536.72515977763,0.46621892322973901,45,0.25267842875365426,-0.98768865526902172
