symbol,signal,settled,turnover_ratio,payoff
sh688012,2023-01-18,2023-02-20,1.0205342249498053,-0.029175547095576466
sh688019,2023-01-18,2023-02-22,1.0241204875728001,-0.04951018410577266
sh688037,2023-02-22,2023-03-08,0.92069402235083098,0.019964257024388983
sh688256,2023-02-22,2023-03-08,1.9206570378660306,0.016664561651618545
sh688037,2023-03-10,2023-03-23,0.94139734055717206,-0.14044589482476791
sh688256,2023-03-10,2023-05-11,1.1685999988989122,0.9951676756878427
sh688072,2023-05-16,2023-06-26,0.98470298754749253,-0.032473398905950301
sz300308,2023-03-28,2023-06-26,2.0411533317885446,0.62615201880394045
sh688361,2023-09-01,2023-09-19,1.3197001436217375,-0.11536700617977581
sh688082,2023-09-01,2023-09-20,1.0559434866855448,-0.072145743969714279
sh688205,2023-09-20,2023-10-16,1.7935457574895273,-0.038359878190160436
sh688019,2023-09-21,2023-11-20,1.203645824235728,0.013446426493155991
sh688012,2023-10-16,2023-11-22,1.0543516516100457,0.019249913921253952
sz300308,2023-11-20,2023-11-24,1.061338473977147,-0.06801309211094346
sh688535,2023-11-22,2023-12-15,1.8945537231235035,-0.16560953936602871
sh688041,2023-11-27,2023-12-27,0.88996571271451275,0.072814343940371631
sz300394,2023-12-15,2024-01-08,1.3004887137360988,-0.1015483128729435
sz300394,2024-01-26,2024-01-30,1.0352806657358729,-0.10096863371479593
sz300502,2024-01-24,2024-01-30,0.99311580164788338,-0.16216268624464172
sz300308,2024-02-21,2024-03-26,1.5709358480635132,0.044992078158685833
sz300394,2024-02-08,2024-03-26,1.3878327571294862,0.3545679607488651
sz300308,2024-04-26,2024-05-16,0.86982109723856038,-0.089212666674884783
sh688256,2024-05-16,2024-06-25,1.0260486124770203,0.14926564696106703
sz300502,2024-04-26,2024-06-25,0.89613867904389899,0.19487907257095266
sz300308,2024-07-11,2024-07-22,0.96171513408035425,-0.099255496016192504
sz002371,2024-07-22,2024-07-24,1.2713882863905508,-0.050137146059198202
sz300502,2024-07-11,2024-07-24,1.0217242393101678,-0.093963437990581072
sz300502,2024-09-26,2024-10-17,1.0807768856829176,0.040994911439063572
sh688041,2024-09-26,2024-11-18,1.0806150265679242,0.32967276692301051
sh600206,2024-11-18,2024-11-28,3.0866050107883582,0.10302944070177193
sh688120,2024-11-29,2024-12-10,0.6388262781872418,-0.018038729007666465
sh688249,2024-12-10,2024-12-20,0.99662194714410179,-0.097540178533134528
sh688205,2024-12-20,2025-01-02,1.0559946022815321,-0.035412823912381486
sh688256,2024-10-17,2025-01-02,2.0502900675792883,0.5294682569924023
sh688256,2025-01-15,2025-01-17,1.1315998039727904,-0.1642592136667119
sh603986,2025-01-15,2025-02-05,1.2885064156420099,0.0011778568174296933
sh688205,2025-01-20,2025-02-05,1.0609433446858723,0.040532133821969636
sh688205,2025-02-10,2025-02-25,1.401997425893249,-0.10290872127872142
sh601869,2025-02-10,2025-03-03,2.0297315855435274,-0.10850710949243936
sh600206,2025-03-03,2025-03-21,1.6952277845578474,-0.091075593116627551
sh688256,2025-02-25,2025-03-24,1.0698531876408652,-0.13337345819305782
sh688019,2025-03-24,2025-04-08,0.79374680724156454,-0.04246212888604757
sh688037,2025-03-24,2025-04-08,1.2244580269151666,-0.11964078660067445
sz002371,2025-04-15,2025-05-12,1.2190130488262112,-0.017682537356191436
sh688268,2025-04-15,2025-05-16,2.0525435106001781,-0.08878878972295294
sh688019,2025-05-12,2025-05-29,1.0629172099788036,-0.067790500879501212
sh688205,2025-05-29,2025-06-23,1.1664571385127986,0.14512350058190684
sh601869,2025-06-23,2025-09-05,1.3415886723729173,1.1533654874877108
sh688498,2025-05-16,2025-09-05,1.6218483647333735,1.5427921773806637
sh688041,2025-09-15,2025-10-15,1.3810997405057766,-0.090586619349884212
sz300308,2025-09-15,2025-10-15,1.7399352231902392,-0.1607431518235819
sz300502,2025-10-28,2025-11-05,0.82514403597753472,-0.21998070654368562
sh688498,2025-11-05,2025-11-24,1.221946631570344,-0.026404262113788799
sz300308,2025-10-28,2025-11-24,0.94082327618319683,-0.12931307306983245
