date,symbol,pnl,carry,execution,units_before,units_after
2023-02-08,sz300308,-22634.602455702519,-0,-22634.602455702519,0,27402.484024840247
2023-02-08,sz300394,-49103.073363362833,-0,-49103.073363362833,0,84905.342789598129
2023-02-09,sz300308,40966.7136171362,40966.7136171362,0,27402.484024840247,27402.484024840247
2023-02-09,sz300394,107659.97465721049,107659.97465721049,0,84905.342789598129,84905.342789598129
2023-02-10,sz300308,-4521.4098640986176,-4521.4098640986176,0,27402.484024840247,27402.484024840247
2023-02-10,sz300394,86688.354988179606,86688.354988179606,0,84905.342789598129,84905.342789598129
2023-02-13,sz300308,20277.838178381739,20277.838178381739,0,27402.484024840247,27402.484024840247
2023-02-13,sz300394,91612.864869976431,91612.864869976431,0,84905.342789598129,84905.342789598129
2023-02-14,sz300308,-16359.282962829664,-16359.282962829664,0,27402.484024840247,27402.484024840247
2023-02-14,sz300394,-73018.59479905435,-73018.59479905435,0,84905.342789598129,84905.342789598129
2023-02-15,sz300308,12413.325263252713,12413.325263252713,0,27402.484024840247,27402.484024840247
2023-02-15,sz300394,39565.889739952669,39565.889739952669,0,84905.342789598129,84905.342789598129
2023-02-16,sz300308,-14578.121501215011,-14578.121501215011,0,27402.484024840247,27402.484024840247
2023-02-16,sz300394,-57820.538439716256,-57820.538439716256,0,84905.342789598129,84905.342789598129
2023-02-17,sz300308,-33266.61560615612,-33266.61560615612,0,27402.484024840247,27402.484024840247
2023-02-17,sz300394,-33113.083687943319,-33113.083687943319,0,84905.342789598129,84905.342789598129
2023-02-20,sz300308,16742.91773917741,16742.91773917741,0,27402.484024840247,27402.484024840247
2023-02-20,sz300394,43301.724822695025,43301.724822695025,0,84905.342789598129,84905.342789598129
2023-02-21,sz300308,-9453.8569885698544,-9453.8569885698544,0,27402.484024840247,27402.484024840247
2023-02-21,sz300394,3735.8350827423587,3735.8350827423587,0,84905.342789598129,84905.342789598129
2023-02-22,sz300308,-411.0372603726193,-411.0372603726193,0,27402.484024840247,27402.484024840247
2023-02-22,sz300394,-31330.07148936169,-31330.07148936169,0,84905.342789598129,84905.342789598129
2023-02-23,sz300308,-3918.5552155521741,-3918.5552155521741,0,27402.484024840247,27402.484024840247
2023-02-23,sz300394,-933.95877068566506,-933.95877068566506,0,84905.342789598129,84905.342789598129
2023-02-24,sz300308,26964.044280442853,26964.044280442853,0,27402.484024840247,27402.484024840247
2023-02-24,sz300394,101801.50600472814,101801.50600472814,0,84905.342789598129,84905.342789598129
2023-02-27,sz300308,-5699.7166771668253,-5699.7166771668253,0,27402.484024840247,27402.484024840247
2023-02-27,sz300394,-46697.938534278881,-46697.938534278881,0,84905.342789598129,84905.342789598129
2023-02-28,sz300308,18113.04194041944,18113.04194041944,0,27402.484024840247,27402.484024840247
2023-02-28,sz300394,0,0,0,84905.342789598129,84905.342789598129
2023-03-01,sz300308,8056.3303033030461,8056.3303033030461,0,27402.484024840247,27402.484024840247
2023-03-01,sz300394,36848.91877068553,36848.91877068553,0,84905.342789598129,84905.342789598129
2023-03-02,sz300308,13975.266852668472,13975.266852668472,0,27402.484024840247,27402.484024840247
2023-03-02,sz300394,80744.980992907862,80744.980992907862,0,84905.342789598129,84905.342789598129
2023-03-03,sz300308,-23429.123841238423,-23429.123841238423,0,27402.484024840247,27402.484024840247
2023-03-03,sz300394,-106131.67848699767,-106131.67848699767,0,84905.342789598129,84905.342789598129
2023-03-06,sz300308,2767.6508865089372,2767.6508865089372,0,27402.484024840247,27402.484024840247
2023-03-06,sz300394,-16386.731158392406,-16386.731158392406,0,84905.342789598129,84905.342789598129
2023-03-07,sz300308,-22826.26919269198,-22826.26919269198,0,27402.484024840247,27402.484024840247
2023-03-07,sz300394,-47631.897304964543,-47631.897304964543,0,84905.342789598129,84905.342789598129
2023-03-08,sz300308,4329.5924759247937,4329.5924759247937,0,27402.484024840247,27402.484024840247
2023-03-08,sz300394,21650.86241134744,21650.86241134744,0,84905.342789598129,84905.342789598129
