date,symbol,stock_feature_exit,stop_only,mfe_r,weight,observed_return,cap_cut,matured_forward20_return
2023-03-07,sh688256,False,False,2.3878378505508158,0.43708349576474803,0.17843276755767867,True,1.4775498939161333
2023-03-07,sz300394,False,False,6.4400407300070421,0.45913685280119532,0.21048951048951059,True,0.68540067673516547
2023-03-22,sh688037,True,False,0.02391654216813421,0.10863430647923149,-0.11793645558487253,False,0.50452331245650672
2023-05-10,sh688256,False,True,10.220682874508405,0.1400557621904035,1.0956775977874362,False,0.11195740701637935
2023-06-21,sh688072,True,False,0.50774656757778003,0.073510369951800103,-0.018637862373142577,True,-0.21886419914694943
2023-06-21,sz300308,False,False,12.219584921894702,0.47740681660227086,2.0001863982531818,True,-0.18914697032901684
2023-09-18,sh688082,True,False,0.048699218249391558,0.37647374773389919,-0.06885447153748292,False,0.15744571084636605
2023-09-18,sh688361,True,False,0.15615660490137503,0.1364383149918815,-0.10672881558503655,False,0.051110516457051114
2023-10-13,sh688205,True,False,0,0.091640539786632794,-0.11437678831383968,False,-0.0034575598696330312
2023-11-16,sh688019,True,False,0.6326630701324174,0.54149389106724288,-0.01500919059390271,False,-0.0041054812679371944
2023-11-21,sh688012,False,True,0.29274629151286025,0.44973407832622048,-0.025408675737329411,False,-0.054020298087686935
2023-11-23,sz300308,True,False,0,0.29940718829651236,-0.054046567031871162,False,0.16885569953876556
2023-12-14,sh688535,True,False,0,0.17467010877299238,-0.11177644710578849,False,-0.18640685157539083
2023-12-26,sh688041,False,True,1.3090079817559848,0.58629814894338306,0.0037025960894887522,True,0.026957619784055309
2024-01-05,sz300394,True,False,0,0.30178583314851137,-0.13444072657743789,False,0.18552395416263989
2024-01-29,sz300308,True,False,0,0.080510588373663608,-0.10755989592966619,False,0.64864043329280419
2024-01-29,sz300502,True,False,0,0.064656477542183899,-0.1882313482894834,False,0.56167653674884077
2024-03-25,sz300308,False,False,0.75295927348704772,0.25636908713258444,0.079249237104305204,True,0.010764959375904937
2024-03-25,sz300394,False,False,0.68978982088183516,0.25787320811604314,0.20698830919560285,True,-0.029636054790559863
2024-05-15,sz300308,True,False,0,0.14404767650592928,-0.11336529907570747,False,0.035670252115131085
2024-06-24,sh688256,False,False,0.63732618499027283,0.54792988527722397,0.081760016369316846,True,0.28763386101734389
2024-06-24,sz300502,False,False,1.5905027932960889,0.32998326714648807,0.27903396295785643,True,-0.05348448644472803
2024-07-19,sz300308,True,False,0,0.15689849140226675,-0.10214545945216558,False,-0.11286444244063731
2024-07-23,sz002371,False,False,0,0.49918030776271038,0,True,-0.06635819336660953
2024-07-23,sz300502,True,False,0.040457442121657819,0.14049341249776018,-0.10009140767824487,True,-0.022932374887682183
2024-10-16,sz300502,False,True,2.3588982264521068,0.38411549025648917,0.19083766383484368,False,0.064816883368333356
2024-11-15,sh688041,False,True,4.8867427568042148,0.51385892420158219,0.41794563555514053,False,0.015721329151953567
2024-11-27,sh600206,False,True,9.1454272863568509,0.3383485223693361,0.062977493289283482,False,-0.22678710178710171
2024-12-09,sh688120,True,False,0,0.034315937339522574,-0.065782335358005373,False,-0.14251392004372421
2024-12-19,sh688249,True,False,0.091772151898735027,0.16391585367746431,-0.083951360915559214,False,-0.052192495787613535
2024-12-31,sh688205,False,False,0.42280471999619962,0.11509848736398448,0.040192902040999012,True,0.10908725545077447
2024-12-31,sh688256,False,False,1.6237915990003415,0.49621242929800635,0.53312757273242872,True,-0.14319888153534688
2025-01-16,sh688256,True,False,0,0.12031628426044241,0,False,0.25014397046656489
2025-01-27,sh603986,False,False,0.42302614206495959,0.26935009068736898,-0.0062937613091023081,True,0.056210909666692954
2025-01-27,sh688205,False,False,1.0751981116169265,0.36479458640092843,0.079042652835833449,True,-0.31563127550689907
2025-02-24,sh688205,True,False,0.092818428184282153,0.094253707713809323,-0.12839046647055286,False,-0.32117864227463078
2025-02-28,sh601869,True,False,0.6283323763432036,0.26297983138143127,-0.071323358399876136,False,-0.074853215349083069
2025-03-20,sh600206,True,False,0.0072046109510084926,0.25919310620312941,-0.11960764688219405,False,-0.0073897226011823136
2025-03-21,sh688256,True,False,0.0070877029408696396,0.36287416668822081,-0.13856351516289545,False,0.014556694379171509
2025-04-07,sh688019,True,False,0.8085758039816231,0.28278099674332496,-0.062155435844123086,True,0.23280707647519883
2025-04-07,sz300776,True,False,0,0.2140750490563697,-0.15328001424480286,True,0.015947286332649746
2025-05-09,sz002371,True,False,0,0.3027587682633231,-0.058250654859871576,False,-0.025162380118704419
2025-05-15,sh688268,True,False,0.018187329493785834,0.14850789794149505,-0.099144345238095233,False,-0.053479248399752155
2025-05-27,sh688019,True,False,0.043861561401825976,0.40631186116340284,-0.045896226415094277,False,0.090542344391160379
2025-06-20,sh688205,True,False,1.3903999862930376,0.41389572736488911,0.11578947368421044,False,-0.070754716981132004
2025-09-04,sh601869,False,False,13.943418163028035,0.41347968320055734,1.2723175226025401,True,0.061023277521731645
2025-09-04,sh688498,False,False,13.679198893026911,0.37327525572610148,1.6450462463225177,True,0.061446501374324169
2025-10-14,sh688041,False,False,0.34745944060932238,0.34599575977867547,-0.07486979166666663,True,-0.027269528501055684
2025-10-14,sz300308,True,False,0.19631839489809325,0.077394153205081459,-0.15833373981756982,True,0.35337583309185727
2025-11-04,sz300502,True,False,0,0.10794976500607256,-0.14332122602874664,False,0.048869238278886229
2025-11-21,sh688498,True,False,0,0.10878113124922281,-0.1261234983757642,True,0.14527395324423642
2025-11-21,sz300308,False,False,0,0.12479296748756284,-0.10911644731778658,True,0.23258676918425092
