scope,date,symbol,cash_fraction,cap,healthy_closes,entry_closes,actionable,higher_than_new_request,actual_new_requests,matured_forward20_return
joint_optical_leader_removal,2025-04-16,sh688019,0.5353886265289729,0.5,4,1,False,False,,0.062389873417721509
joint_optical_leader_removal,2025-04-17,sh688019,0.53816068573617803,0.5,5,2,False,False,,0.014584412664587987
joint_optical_leader_removal,2025-04-29,sh688256,0.54505019143132638,1,10,1,False,False,,-0.14405228868913988
joint_optical_leader_removal,2025-04-30,sh688256,0.54575007227238903,1,11,2,False,False,,-0.15345452539006132
joint_optical_leader_removal,2025-05-07,sh603986,0.54366000952976778,1,10,1,False,False,,-0.0963174996131827
joint_optical_leader_removal,2025-05-08,sh603986,0.54354198609729842,1,11,2,False,False,,-0.032270821798623839
joint_optical_leader_removal,2025-05-09,sh688205,0.54900838362606619,1,6,1,False,False,,0.21510120896733209
joint_optical_leader_removal,2025-05-12,sh688205,0.845640127627452,1,7,2,True,False,sh600206,0.26585774884087976
joint_optical_leader_removal,2025-06-03,sh688409,0.33664246456013963,1,6,1,False,False,,0.018205364013438086
joint_optical_leader_removal,2025-06-04,sh688409,0.3217023219672685,1,7,2,False,False,,-0.00056924916035749895
joint_optical_leader_removal,2025-06-06,sh688409,0.30709166076732541,1,9,1,False,False,,-0.034730561046350528
joint_optical_leader_removal,2025-06-09,sh688409,0.30517696870051447,1,10,2,False,False,,-0.02731783464347437
joint_optical_leader_removal,2025-06-26,sh600206,0.30094684337819316,1,4,1,False,False,,0.045039848993288611
joint_optical_leader_removal,2025-06-27,sh600206,0.29079815812449611,1,5,2,False,False,,0.047742825314307069
joint_optical_leader_removal,2025-06-30,sz002371,0.27785116769782697,1,6,1,False,False,,0.051752061248527603
joint_optical_leader_removal,2025-07-01,sz002371,0.27914648658568936,1,7,2,False,False,,0.052643173828035517
joint_optical_leader_removal,2025-07-22,sh688268,0.27030106994163389,1,4,1,False,False,,0.17614314115308161
joint_optical_leader_removal,2025-07-23,sh688268,0.2711417513683434,1,5,2,False,False,,0.1681102362204725
joint_optical_leader_removal,2025-08-06,sh688205,0.24370670170955527,1,7,1,False,False,,0.63540873801187403
joint_optical_leader_removal,2025-08-07,sh688205,0.23984465672447042,1,8,2,False,False,,0.46863923562952681
joint_optical_leader_removal,2025-09-16,sh688498,0.74370018341895383,0.5,4,1,False,False,,0.30580417737106536
joint_optical_leader_removal,2025-09-18,sh688498,0.74364648240775511,1,6,1,False,False,,0.28060711653152848
joint_optical_leader_removal,2025-09-19,sh688498,0.74960712396778473,1,7,2,False,False,,0.30294202364848855
joint_optical_leader_removal,2025-10-24,sh688041,1,0,3,1,False,False,,-0.17168468866824782
joint_optical_leader_removal,2025-10-27,sh688041,1,0,4,2,False,False,,-0.17054109015510976
joint_optical_leader_removal,2025-12-05,sh688498,0.66224721090908678,1,3,1,False,False,,
joint_optical_leader_removal,2025-12-08,sh688498,0.34446020760002272,1,4,2,False,False,,
